Id	Word	Meaning	Pronunciation	AudioUrl
429	format	định dạng; khuôn dạng	/ˈfɔːr.mæt/	
430	formulate	xây dựng, đề ra (kế hoạch, chính sách)	/ˈfɔːr.mjə.leɪt/	
431	generate	tạo ra, phát sinh	/ˈdʒen.ə.reɪt/	
432	graph	biểu đồ, đồ thị	/ɡræf/	
433	grievance	lời phàn nàn, khiếu nại (chính thức)	/ˈɡriː.vəns/	
434	hard copy	bản cứng (in ra giấy)	/ˈhɑːrd ˌkɑː.pi/	
435	highlight	làm nổi bật; điểm nổi bật	/ˈhaɪ.laɪt/	
436	hire	thuê (nhân viên)	/haɪər/	
437	human resources	nguồn nhân lực (HR)	/ˌhjuː.mən ˈriː.sɔːrsɪz/	
438	impact	ảnh hưởng, tác động; sự tác động	/ˈɪm.pækt/	
439	indication	sự chỉ dẫn, dấu hiệu	/ˌɪn.dəˈkeɪ.ʃən/	
440	inform	thông báo cho ai đó	/ɪnˈfɔːrm/	
441	initial	ban đầu, lúc đầu	/ɪˈnɪʃ.əl/	
442	install	lắp đặt, cài đặt	/ɪnˈstɑːl/	
443	integrate	tích hợp, hợp nhất	/ˈɪn.t̬ə.ɡreɪt/	
444	interface	giao diện	/ˈɪn.t̬ɚ.feɪs/	
445	interrupt	làm gián đoạn, ngắt lời	/ˌɪn.t̬əˈrʌpt/	
446	interviewee	người được phỏng vấn	/ˌɪn.t̬ɚ.vjuːˈiː/	
447	interviewer	người phỏng vấn	/ˈɪn.t̬ɚ.vjuː.ɚ/	
448	issue	vấn đề; phát hành	/ˈɪʃ.uː/	
449	itemized bill	hóa đơn chi tiết	/ˈaɪ.t̬ə.maɪzd ˌbɪl/	
450	job opening	vị trí công việc còn trống	/ˈdʒɑːb ˌoʊ.pən.ɪŋ/	
451	keynote speaker	diễn giả chính	/ˈkiː.noʊt ˌspiː.kɚ/	
452	launch	ra mắt, giới thiệu (sản phẩm mới)	/lɑːntʃ/	
453	lecture	bài giảng	/ˈlek.tʃɚ/	
454	leverage	tận dụng; đòn bẩy	/ˈlev.ɚ.ɪdʒ/	
455	liability	trách nhiệm pháp lý, nợ phải trả	/ˌlaɪ.əˈbɪl.ə.t̬i/	
456	lobby	sảnh đợi	/ˈlɑː.bi/	
457	malfunction	trục trặc, sự cố (máy móc)	/ˌmælˈfʌŋk.ʃən/	
458	manageable	có thể quản lý, giải quyết được	/ˈmæn.ə.dʒə.bəl/	
459	maneuver	di chuyển khéo léo, xoay xở	/məˈnuː.vɚ/	
460	mentor	người cố vấn, người hướng dẫn	/ˈmen.tɔːr/	
461	merge	sáp nhập	/mɝːdʒ/	
462	milestone	cột mốc quan trọng	/ˈmaɪl.stoʊn/	
463	motivation	động lực	/ˌmoʊ.t̬əˈveɪ.ʃən/	
464	negotiable	có thể thương lượng được	/nəˈɡoʊ.ʃə.bəl/	
465	obligation	nghĩa vụ, bổn phận	/ˌɑː.bləˈɡeɪ.ʃən/	
466	on duty	đang trong ca trực, đang làm nhiệm vụ	/ˌɑːn ˈduː.t̬i/	
467	off duty	hết ca trực, ngoài giờ làm việc	/ˌɔːf ˈduː.t̬i/	
468	open-plan office	văn phòng không gian mở	/ˌoʊ.pən.plæn ˈɑː.fɪs/	
469	opportunity	cơ hội	/ˌɑː.pɚˈtuː.nə.t̬i/	
470	optimize	tối ưu hóa	/ˈɑːp.tə.maɪz/	
471	outstanding	nổi bật, xuất sắc; chưa thanh toán	/ˌaʊtˈstæn.dɪŋ/	
472	overall	tổng thể, nhìn chung	/ˌoʊ.vɚˈɑːl/	
473	overdue	quá hạn	/ˌoʊ.vɚˈduː/	
474	overview	tổng quan, cái nhìn bao quát	/ˈoʊ.vɚ.vjuː/	
475	paperwork	công việc giấy tờ	/ˈpeɪ.pɚ.wɝːk/	
476	partition	vách ngăn	/pɑːrˈtɪʃ.ən/	
477	patent	bằng sáng chế	/ˈpæt.ənt/	
478	pay stub	phiếu lương	/ˈpeɪ ˌstʌb/	
479	penalty	hình phạt, tiền phạt	/ˈpen.əl.ti/	
480	pension	lương hưu	/ˈpen.ʃən/	
481	perform	thực hiện, biểu diễn	/pɚˈfɔːrm/	
482	permanent	lâu dài, vĩnh viễn	/ˈpɝː.mə.nənt/	
483	permit	cho phép; giấy phép	/pɚˈmɪt/	
484	personnel file	hồ sơ nhân sự	/ˌpɝː.sənˈel ˌfaɪl/	
485	perspective	góc nhìn, quan điểm	/pɚˈspek.tɪv/	
486	persuade	thuyết phục	/pɚˈsweɪd/	
487	potential	tiềm năng; có tiềm năng	/poʊˈten.ʃəl/	
488	practitioner	người hành nghề (luật sư, bác sĩ)	/prækˈtɪʃ.ən.ɚ/	
489	precise	chính xác	/prəˈsaɪs/	
490	predict	dự đoán	/prɪˈdɪkt/	
491	premises	cơ ngơi, mặt bằng (công ty, tòa nhà)	/ˈprem.ɪ.sɪz/	
492	presenter	người thuyết trình	/prɪˈzen.t̬ɚ/	
493	previous	trước đây, trước đó	/ˈpriː.vi.əs/	
494	primarily	chủ yếu, trước hết	/praɪˈmer.əl.i/	
495	probationary period	thời gian thử việc	/proʊˌbeɪ.ʃə.ner.i ˈpɪr.i.əd/	
496	process	quy trình; xử lý	/ˈprɑː.ses/	
497	procurement	sự thu mua	/prəˈkjʊr.mənt/	
498	promptly	nhanh chóng, ngay lập tức	/ˈprɑːmpt.li/	
499	prospective	tiềm năng, có triển vọng (khách hàng, nhân viên)	/prəˈspek.tɪv/	
500	punctuality	sự đúng giờ	/ˌpʌŋk.tʃuˈæl.ə.t̬i/	
501	qualify	đủ tiêu chuẩn, đủ điều kiện	/ˈkwɑː.lə.faɪ/	
502	quarterly	hàng quý; theo quý	/ˈkwɔːr.t̬ɚ.li/	
503	questionnaire	bảng câu hỏi	/ˌkwes.tʃəˈner/	
504	ratify	phê chuẩn, thông qua	/ˈræt̬.ə.faɪ/	
505	recognition	sự công nhận, ghi nhận	/ˌrek.əɡˈnɪʃ.ən/	
506	rectify	sửa chữa, khắc phục (lỗi)	/ˈrek.tə.faɪ/	
507	referral	sự giới thiệu (người)	/rɪˈfɝː.əl/	
508	refrain	kiềm chế, cố nhịn (làm gì)	/rɪˈfreɪn/	
509	refreshments	đồ ăn nhẹ và thức uống	/rɪˈfreʃ.mənts/	
510	regardless	bất kể, không quan tâm đến	/rɪˈɡɑːrd.ləs/	
511	reimbursement form	mẫu đơn xin hoàn tiền	/ˌriː.ɪmˈbɝːs.mənt ˌfɔːrm/	
512	relevant	liên quan, thích hợp	/ˈrel.ə.vənt/	
513	reluctant	miễn cưỡng, không sẵn lòng	/rɪˈlʌk.tənt/	
514	remote work	làm việc từ xa	/rɪˌmoʊt ˈwɝːk/	
515	renewable	có thể gia hạn, tái tạo	/rɪˈnuː.ə.bəl/	
516	requisition	yêu cầu (cung cấp vật tư, dịch vụ); phiếu yêu cầu	/ˌrek.wɪˈzɪʃ.ən/	
517	retain	giữ lại (nhân viên, khách hàng)	/rɪˈteɪn/	
518	back up	ủng hộ; sao lưu (dữ liệu)	/bæk ʌp/	
519	bring forward	dời lịch sớm hơn; đề xuất	/brɪŋ ˈfɔːr.wɚd/	
520	bring up	đề cập đến một chủ đề	/brɪŋ ʌp/	
521	call back	gọi lại (điện thoại)	/kɔːl bæk/	
522	call off	hủy bỏ (cuộc họp, sự kiện)	/kɔːl ɔːf/	
523	carry on	tiếp tục (làm gì đó)	/ˈker.i ɑːn/	
524	carry out	tiến hành, thực hiện (nhiệm vụ, kế hoạch)	/ˈker.i aʊt/	
525	catch up (on/with)	bắt kịp (công việc, ai đó)	/kætʃ ʌp/	
526	check in	đăng ký (khách sạn, sân bay); báo cáo có mặt	/tʃek ɪn/	
527	check out	trả phòng (khách sạn); kiểm tra (thông tin)	/tʃek aʊt/	
528	close down	đóng cửa (vĩnh viễn)	/kloʊz daʊn/	
529	come up with	nghĩ ra, nảy ra (ý tưởng, giải pháp)	/kʌm ʌp wɪð/	
530	cut back (on)	cắt giảm (chi tiêu, sản xuất)	/kʌt bæk/	
531	deal with	giải quyết, xử lý (vấn đề, khách hàng)	/diːl wɪð/	
532	draw up	soạn thảo (kế hoạch, hợp đồng)	/drɔː ʌp/	
533	drop off	giao (hàng, tài liệu); giảm xuống	/drɑːp ɔːf/	
534	fill in (for sb)	làm thay (cho ai đó tạm thời)	/fɪl ɪn/	
535	fill out/in	điền vào (đơn, biểu mẫu)	/fɪl aʊt/ɪn/	
536	find out	tìm ra, khám phá ra (thông tin)	/faɪnd aʊt/	
537	get ahead	thăng tiến, thành công	/ɡet əˈhed/	
538	get along (with)	hòa hợp (với ai đó)	/ɡet əˈlɔːŋ/	
539	get back to	liên lạc lại với ai đó sau	/ɡet bæk tə/	
540	get behind (with)	chậm trễ (với công việc)	/ɡet bɪˈhaɪnd/	
541	get down to	bắt đầu làm gì đó nghiêm túc	/ɡet daʊn tə/	
542	get through (to sb)	liên lạc được (với ai đó, qua điện thoại)	/ɡet θruː/	
543	give up	từ bỏ	/ɡɪv ʌp/	
544	go ahead	tiếp tục, tiến hành	/ɡoʊ əˈhed/	
545	go over	xem lại, kiểm tra kỹ	/ɡoʊ ˈoʊ.vɚ/	
546	hand in	nộp (báo cáo, đơn)	/hænd ɪn/	
547	hand out	phân phát (tài liệu)	/hænd aʊt/	
548	hang on / hold on	chờ máy (điện thoại)	/hæŋ ɑːn / hoʊld ɑːn/	
549	keep up (with)	theo kịp (tiến độ, thông tin)	/kiːp ʌp/	
550	lay off	sa thải (do công ty khó khăn)	/leɪ ɔːf/	
551	look into	điều tra, xem xét kỹ	/lʊk ˈɪn.tuː/	
552	look forward to	mong đợi, trông mong	/lʊk ˈfɔːr.wɚd tuː/	
553	make up for	bù đắp cho	/meɪk ʌp fɔːr/	
554	point out	chỉ ra	/pɔɪnt aʊt/	
555	put forward	đề xuất, gợi ý	/pʊt ˈfɔːr.wɚd/	
556	put off	trì hoãn	/pʊt ɔːf/	
557	put through	nối máy (điện thoại)	/pʊt θruː/	
558	rely on	tin cậy vào, phụ thuộc vào	/rɪˈlaɪ ɑːn/	
559	run out of	hết, cạn kiệt	/rʌn aʊt əv/	
560	set up	thành lập, thiết lập, cài đặt	/set ʌp/	
561	sort out	phân loại, giải quyết (vấn đề)	/sɔːrt aʊt/	
562	stand in (for sb)	thay thế tạm thời (cho ai)	/stænd ɪn/	
563	take on	đảm nhận (công việc, trách nhiệm); tuyển dụng	/teɪk ɑːn/	
564	take over	tiếp quản (công ty, vị trí)	/teɪk ˈoʊ.vɚ/	
565	turn down	từ chối (lời đề nghị, đơn xin)	/tɝːn daʊn/	
566	work out	tìm ra giải pháp; tiến triển tốt đẹp	/wɝːk aʊt/	
567	write down	ghi lại, viết xuống	/raɪt daʊn/	
568	account for	giải thích cho, chiếm (tỷ lệ)	/əˈkaʊnt fɔːr/	
569	build up	xây dựng, phát triển dần dần	/bɪld ʌp/	
570	burn out	kiệt sức (do làm việc quá nhiều)	/bɝːn aʊt/	
571	buy out	mua lại (cổ phần để kiểm soát công ty)	/baɪ aʊt/	
572	check up on	kiểm tra (ai đó hoặc tình hình)	/tʃek ʌp ɑːn/	
573	count on	tin tưởng vào, trông cậy vào	/kaʊnt ɑːn/	
574	cut down (on)	cắt giảm (số lượng, tần suất)	/kʌt daʊn/	
575	do without	xoay sở mà không cần có	/duː wɪˈðaʊt/	
576	fall behind	tụt lại phía sau, chậm tiến độ	/fɔːl bɪˈhaɪnd/	
577	fall through	thất bại, không thành (kế hoạch, thỏa thuận)	/fɔːl θruː/	
578	figure out	tìm ra, hiểu ra	/ˈfɪɡ.jɚ aʊt/	
579	follow through (on/with)	theo đến cùng, hoàn thành (lời hứa, kế hoạch)	/ˈfɑː.loʊ θruː/	
580	get across	truyền đạt (ý tưởng) thành công	/ɡet əˈkrɔːs/	
581	get away with	thoát tội, làm gì sai mà không bị phạt	/ɡet əˈweɪ wɪð/	
582	get by	xoay sở đủ sống, đủ dùng	/ɡet baɪ/	
583	get over	vượt qua (khó khăn, bệnh tật)	/ɡet ˈoʊ.vɚ/	
584	get rid of	loại bỏ, tống khứ	/ɡet rɪd əv/	
585	go after	theo đuổi (mục tiêu, công việc)	/ɡoʊ ˈæf.tɚ/	
586	go down	giảm xuống (giá cả, số lượng)	/ɡoʊ daʊn/	
587	go up	tăng lên (giá cả, số lượng)	/ɡoʊ ʌp/	
588	hand over	bàn giao (trách nhiệm, quyền kiểm soát)	/hænd ˈoʊ.vɚ/	
589	hold back	ngăn cản, kìm lại	/hoʊld bæk/	
590	hold up	trì hoãn, làm chậm trễ	/hoʊld ʌp/	
591	iron out	giải quyết (khúc mắc, vấn đề nhỏ)	/ˈaɪ.ɚn aʊt/	
592	join in	tham gia vào (hoạt động)	/dʒɔɪn ɪn/	
593	keep on	tiếp tục làm gì đó	/kiːp ɑːn/	
594	knuckle down	bắt đầu làm việc chăm chỉ, nghiêm túc	/ˈnʌk.əl daʊn/	
595	level off/out	ổn định, không tăng/giảm nữa	/ˈlev.əl ɔːf/aʊt/	
596	measure up (to)	đạt tiêu chuẩn, tốt bằng	/ˈmeʒ.ɚ ʌp/	
597	meet up (with)	gặp gỡ (theo kế hoạch)	/miːt ʌp/	
598	move on (to)	chuyển sang (chủ đề, công việc khác)	/muːv ɑːn/	
599	note down	ghi chú lại	/noʊt daʊn/	
600	opt out (of)	chọn không tham gia	/ɑːpt aʊt/	
601	pass on	truyền lại (thông tin, tin nhắn)	/pæs ɑːn/	
602	pay back	trả lại (tiền đã vay)	/peɪ bæk/	
603	pick up	đón (ai đó); nhặt lên; học lỏm được	/pɪk ʌp/	
604	pull together	hợp tác, làm việc cùng nhau	/pʊl təˈɡeð.ɚ/	
605	put together	lắp ráp, tập hợp lại	/pʊt təˈɡeð.ɚ/	
606	report back (to sb)	báo cáo lại (cho ai đó)	/rɪˈpɔːrt bæk/	
607	rule out	loại trừ (khả năng)	/ruːl aʊt/	
608	run by/past sb	trình bày (ý tưởng) để lấy ý kiến ai đó	/rʌn baɪ/pæst/	
609	scale back/down	cắt giảm quy mô	/skeɪl bæk/daʊn/	
610	send out	gửi đi (hàng loạt)	/send aʊt/	
611	show up	xuất hiện, có mặt	/ʃoʊ ʌp/	
612	sign up (for)	đăng ký (tham gia)	/saɪn ʌp/	
613	step down	từ chức	/step daʊn/	
614	take off	cất cánh (máy bay); thành công nhanh chóng; nghỉ (làm)	/teɪk ɔːf/	
615	talk over	thảo luận kỹ	/tɔːk ˈoʊ.vɚ/	
616	think over	suy nghĩ kỹ	/θɪŋk ˈoʊ.vɚ/	
617	weigh up	cân nhắc (ưu nhược điểm)	/weɪ ʌp/	
618	branch out	mở rộng (kinh doanh sang lĩnh vực mới)	/bræntʃ aʊt/	
619	break down	hỏng (máy móc); chia nhỏ (thông tin)	/breɪk daʊn/	
620	break into	gia nhập vào (một thị trường, lĩnh vực mới)	/breɪk ˈɪn.tuː/	
621	break off	chấm dứt (đàm phán, mối quan hệ)	/breɪk ɔːf/	
622	cash in (on sth)	kiếm lợi từ (cơ hội, tình huống)	/kæʃ ɪn/	
623	clamp down (on)	siết chặt quản lý, kiểm soát chặt hơn	/klæmp daʊn/	
624	come across	tình cờ gặp, tìm thấy; tạo ấn tượng	/kʌm əˈkrɔːs/	
625	crack down (on)	trấn áp, xử lý nghiêm khắc	/kræk daʊn/	
626	cross out	gạch bỏ	/krɔːs aʊt/	
627	delegate to	giao phó cho (ai đó)	/ˈdel.ə.ɡeɪt tuː/	
628	dive into	bắt đầu làm gì đó một cách hăng hái	/daɪv ˈɪn.tuː/	
629	double-check	kiểm tra lại lần nữa	/ˌdʌb.əlˈtʃek/	
630	draw on/upon	tận dụng, sử dụng (kinh nghiệm, nguồn lực)	/drɔː ɑːn/əˈpɑːn/	
631	ease off	giảm bớt (áp lực, cường độ)	/iːz ɔːf/	
632	enter into	bắt đầu (thảo luận, thỏa thuận)	/ˈen.t̬ɚ ˈɪn.tuː/	
633	face up to	đối mặt với (sự thật khó khăn)	/feɪs ʌp tuː/	
634	factor in	tính đến, cân nhắc yếu tố nào đó	/ˈfæk.tɚ ɪn/	
635	farm out	giao việc cho bên ngoài (outsource)	/fɑːrm aʊt/	
636	focus on	tập trung vào	/ˈfoʊ.kəs ɑːn/	
637	get around to	có thời gian để làm gì (sau khi trì hoãn)	/ɡet əˈraʊnd tuː/	
638	get off	tan làm, kết thúc công việc	/ɡet ɔːf/	
639	get on with	tiếp tục làm gì; hòa hợp với ai	/ɡet ɑːn wɪð/	
640	hammer out	đạt được (thỏa thuận) sau nhiều nỗ lực	/ˈhæm.ɚ aʊt/	
641	head up	lãnh đạo, đứng đầu (phòng ban, dự án)	/hed ʌp/	
642	hire out	cho thuê (thiết bị, nhân công)	/ˈhaɪər aʊt/	
643	jot down	ghi nhanh lại	/dʒɑːt daʊn/	
644	key in	nhập (dữ liệu bằng bàn phím)	/kiː ɪn/	
645	kick off	bắt đầu (cuộc họp, sự kiện)	/kɪk ɔːf/	
646	knock off	ngừng làm việc (cuối ngày)	/nɑːk ɔːf/	
647	lash out (at)	chỉ trích, tấn công (bằng lời nói)	/læʃ aʊt/	
648	launch into	bắt đầu nói/làm gì một cách hăng hái	/lɑːntʃ ˈɪn.tuː/	
649	lead to	dẫn đến (kết quả)	/liːd tuː/	
650	leave out	bỏ sót, không bao gồm	/liːv aʊt/	
651	let down	làm thất vọng	/let daʊn/	
652	look up to	kính trọng, ngưỡng mộ	/lʊk ʌp tuː/	
653	make out	nhìn ra, hiểu ra (khó khăn); viết (séc)	/meɪk aʊt/	
654	mark down	giảm giá	/mɑːrk daʊn/	
655	miss out (on)	bỏ lỡ (cơ hội)	/mɪs aʊt/	
656	narrow down	thu hẹp (phạm vi, lựa chọn)	/ˈner.oʊ daʊn/	
657	open up	mở ra (cơ hội, khả năng); mở cửa (kinh doanh)	/ˈoʊ.pən ʌp/	
658	opt for	lựa chọn	/ɑːpt fɔːr/	
659	phase out	loại bỏ dần dần	/feɪz aʊt/	
660	plan ahead	lập kế hoạch trước	/plæn əˈhed/	
661	plug in	cắm điện	/plʌɡ ɪn/	
662	press ahead/on (with)	tiếp tục làm gì một cách kiên quyết	/pres əˈhed/ɑːn/	
663	pull off	thành công (làm được việc khó)	/pʊl ɔːf/	
664	put forward/forth	đề xuất, đưa ra (ý kiến)	/pʊt ˈfɔːr.wɚd/fɔːrθ/	
665	put in (time/effort)	dành (thời gian/công sức)	/pʊt ɪn/	
666	put up with	chịu đựng	/pʊt ʌp wɪð/	
667	reach out (to sb)	liên hệ (để giúp đỡ hoặc yêu cầu)	/riːtʃ aʊt/	
668	result in	dẫn đến kết quả là	/rɪˈzʌlt ɪn/	
669	roll out	tung ra (sản phẩm, chiến dịch mới)	/roʊl aʊt/	
670	round off/up	làm tròn số; kết thúc (một cách tốt đẹp)	/raʊnd ɔːf/ʌp/	
671	run into	tình cờ gặp; gặp phải (khó khăn)	/rʌn ˈɪn.tuː/	
672	run through	xem lướt qua, diễn tập nhanh	/rʌn θruː/	
673	see through	nhìn thấu (ý đồ); hoàn thành (việc khó)	/siː θruː/	
674	set apart	làm cho khác biệt, nổi bật	/set əˈpɑːrt/	
675	set aside	để dành, dành riêng ra	/set əˈsaɪd/	
676	settle up	thanh toán (nợ, hóa đơn)	/ˈset̬.əl ʌp/	
677	shake up	thay đổi lớn, cải tổ (tổ chức)	/ʃeɪk ʌp/	
678	shut down	tắt (máy móc); đóng cửa (công ty)	/ʃʌt daʊn/	
679	sign off (on)	phê duyệt cuối cùng	/saɪn ɔːf/	
680	single out	chọn ra (để khen/chê đặc biệt)	/ˈsɪŋ.ɡəl aʊt/	
681	sit in (on)	tham dự (cuộc họp, lớp học) với tư cách quan sát	/sɪt ɪn/	
682	size up	đánh giá (tình hình, đối thủ)	/saɪz ʌp/	
683	spell out	giải thích rõ ràng, chi tiết	/spel aʊt/	
684	stand out	nổi bật	/stænd aʊt/	
685	step aside	nhường chỗ, rút lui (khỏi vị trí)	/step əˈsaɪd/	
686	step in	can thiệp, giúp đỡ	/step ɪn/	
687	stick to	tuân thủ, giữ đúng (kế hoạch, chủ đề)	/stɪk tuː/	
688	stock up (on)	tích trữ	/stɑːk ʌp/	
689	sum up	tóm tắt	/sʌm ʌp/	
690	take down	ghi lại; tháo dỡ	/teɪk daʊn/	
691	take up	bắt đầu (một sở thích, công việc); chiếm (không gian, thời gian)	/teɪk ʌp/	
692	talk (sb) into (sth)	thuyết phục ai làm gì	/tɔːk ˈɪn.tuː/	
693	talk (sb) out of (sth)	thuyết phục ai không làm gì	/tɔːk aʊt əv/	
694	tell off	mắng, quở trách	/tel ɔːf/	
695	think through	suy nghĩ thấu đáo	/θɪŋk θruː/	
696	throw away	vứt đi	/θroʊ əˈweɪ/	
697	tie up	kết thúc (công việc); làm bận rộn	/taɪ ʌp/	
698	track down	truy tìm, tìm ra (thông tin, người)	/træk daʊn/	
699	try out	thử nghiệm	/traɪ aʊt/	
700	turn around	thay đổi tình thế (từ xấu sang tốt)	/tɝːn əˈraʊnd/	
701	turn up	xuất hiện, đến	/tɝːn ʌp/	
702	use up	sử dụng hết	/juːz ʌp/	
703	veer off	chệch hướng (khỏi chủ đề)	/vɪr ɔːf/	
704	wait on	phục vụ (khách hàng)	/weɪt ɑːn/	
705	walk through	hướng dẫn chi tiết từng bước	/wɔːk θruː/	
706	wear out	làm mòn, làm kiệt sức	/wer aʊt/	
707	wind down	thư giãn (sau khi làm việc); giảm dần (hoạt động)	/waɪnd daʊn/	
708	wind up	kết thúc (cuộc họp, công việc); đóng cửa (công ty)	/waɪnd ʌp/	
709	wipe out	xóa sổ, loại bỏ hoàn toàn	/waɪp aʊt/	
710	work on	làm việc về (một dự án, nhiệm vụ)	/wɝːk ɑːn/	
711	wrap up	kết thúc (cuộc họp, bài thuyết trình)	/ræp ʌp/	
712	zero in on	tập trung vào, nhắm vào	/ˈzɪr.oʊ ɪn ɑːn/	
713	zoom in (on)	phóng to (hình ảnh); tập trung vào chi tiết	/zuːm ɪn/	
714	bring about	gây ra, mang lại (sự thay đổi)	/brɪŋ əˈbaʊt/	
715	capitalize on	tận dụng (cơ hội)	/ˈkæp.ə.t̬əl.aɪz ɑːn/	
716	follow up on	theo dõi, tìm hiểu thêm về	/ˈfɑː.loʊ ʌp ɑːn/	
717	step up	tăng cường (nỗ lực); đứng ra nhận trách nhiệm	/step ʌp/	
718	bail out	giải cứu (khỏi khó khăn tài chính)	/beɪl aʊt/	
719	bank on	trông cậy vào, tin chắc vào	/bæŋk ɑːn/	
720	beef up	tăng cường, làm mạnh thêm	/biːf ʌp/	
721	block out	dành riêng ra (thời gian)	/blɑːk aʊt/	
722	book up	kín lịch, đặt hết chỗ	/bʊk ʌp/	
723	bottom out	chạm đáy (và bắt đầu tăng)	/ˈbɑː.t̬əm aʊt/	
724	buy up	mua hết, mua gom	/baɪ ʌp/	
725	call for	đòi hỏi, yêu cầu	/kɔːl fɔːr/	
726	call on/upon	yêu cầu (ai đó làm gì); ghé thăm	/kɔːl ɑːn/əˈpɑːn/	
727	chase up	hối thúc, nhắc nhở (ai đó làm gì)	/tʃeɪs ʌp/	
728	clock in/on	chấm công vào	/klɑːk ɪn/ɑːn/	
729	clock out/off	chấm công ra	/klɑːk aʊt/ɔːf/	
730	cope with	đương đầu với, đối phó với	/koʊp wɪð/	
731	cover for	làm thay (khi ai đó vắng mặt)	/ˈkʌv.ɚ fɔːr/	
732	crop up	xuất hiện, nảy sinh bất ngờ	/krɑːp ʌp/	
733	dip into	sử dụng một phần (tiền tiết kiệm, quỹ)	/dɪp ˈɪn.tuː/	
734	dish out	phân phát (thường là thứ không mong muốn như lời chỉ trích)	/dɪʃ aʊt/	
735	drag on	kéo dài lê thê	/dræɡ ɑːn/	
736	drop in/by	ghé thăm (không báo trước)	/drɑːp ɪn/baɪ/	
737	drop out (of)	bỏ (học, cuộc đua)	/drɑːp aʊt/	
738	drum up	thu hút (sự ủng hộ, kinh doanh)	/drʌm ʌp/	
739	embark on/upon	bắt đầu (một dự án, hành trình mới)	/ɪmˈbɑːrk ɑːn/əˈpɑːn/	
740	end up	kết thúc ở, cuối cùng thì	/end ʌp/	
741	finish off	hoàn thành nốt phần cuối	/ˈfɪn.ɪʃ ɔːf/	
742	fit in	hòa nhập, phù hợp (với nhóm)	/fɪt ɪn/	
743	gear up (for)	chuẩn bị sẵn sàng (cho việc gì)	/ɡɪr ʌp/	
744	give away	cho đi, tiết lộ (bí mật)	/ɡɪv əˈweɪ/	
745	gloss over	nói lướt qua, né tránh (vấn đề khó)	/ɡlɑːs ˈoʊ.vɚ/	
746	grow into	trở nên đủ lớn/giỏi để làm gì	/ɡroʊ ˈɪn.tuː/	
747	hack into	xâm nhập trái phép (hệ thống máy tính)	/hæk ˈɪn.tuː/	
748	hash out	thảo luận kỹ để đạt được thỏa thuận	/hæʃ aʊt/	
749	hinge on/upon	phụ thuộc vào	/hɪndʒ ɑːn/əˈpɑːn/	
750	hold off (on)	trì hoãn việc làm gì	/hoʊld ɔːf/	
751	hook up	kết nối (thiết bị)	/hʊk ʌp/	
752	hush up	che giấu, ém nhẹm (thông tin xấu)	/hʌʃ ʌp/	
753	jack up	tăng (giá) đột ngột	/dʒæk ʌp/	
754	jump at	vồ lấy, chấp nhận ngay (cơ hội)	/dʒʌmp æt/	
755	keel over	ngã quỵ, ngất xỉu	/kiːl ˈoʊ.vɚ/	
756	key up	làm cho căng thẳng, phấn khích	/kiː ʌp/	
757	kick back	thư giãn	/kɪk bæk/	
758	knock down	giảm giá mạnh; đánh đổ	/nɑːk daʊn/	
759	knuckle under	chịu thua, nhượng bộ (áp lực)	/ˈnʌk.əl ˈʌn.dɚ/	
760	pencil in	ghi tạm lịch hẹn (có thể thay đổi)	/ˈpen.səl ɪn/	
761	plug away (at sth)	kiên trì làm việc gì (thường nhàm chán)	/plʌɡ əˈweɪ/	
762	prop up	chống đỡ (tài chính)	/prɑːp ʌp/	
763	pull through	vượt qua (khó khăn, bệnh tật)	/pʊl θruː/	
764	push back	dời lịch muộn lại	/pʊʃ bæk/	
